0字节	0位元組
表带	錶帶
表板	錶板
表王	錶王
表盘	錶盤
表蒙子	錶蒙子
表转	錶轉
表速	錶速
表针	錶針
炼冶	鍊冶
炼句	鍊句
炼字	鍊字
炼师	鍊師
炼度	鍊度
炼形	鍊形
炼气	鍊氣
炼汞	鍊汞
炼石	鍊石
链表	鍊表
炼贫	鍊貧
炼金术	鍊金術
锲而不舍	鍥而不捨
镰仓	鎌倉
镇里	鎮裡
镜图里	鏡圖裡
钟上	鐘上
钟下	鐘下
钟不	鐘不
钟不扣不鸣	鐘不扣不鳴
钟不撞不鸣	鐘不撞不鳴
钟不敲不响	鐘不敲不響
钟不空则哑	鐘不空則啞
钟乳洞	鐘乳洞
钟乳石	鐘乳石
钟停	鐘停
钟匠	鐘匠
钟口	鐘口
钟在寺里	鐘在寺裡
钟塔	鐘塔
钟壁	鐘壁
钟太	鐘太
钟好	鐘好
钟山	鐘山
钟左右	鐘左右
钟差	鐘差
钟座	鐘座
钟形	鐘形
钟形虫	鐘形蟲
钟律	鐘律
钟摆	鐘擺
钟敲	鐘敲
钟有	鐘有
钟楼	鐘樓
钟模	鐘模
钟没	鐘沒
钟漏	鐘漏
钟王	鐘王
钟琴	鐘琴
钟发音	鐘發音
钟的	鐘的
钟盘	鐘盤
钟相	鐘相
钟磬	鐘磬
钟纽	鐘紐
钟罩	鐘罩
钟声	鐘聲
钟腰	鐘腰
钟花	鐘花
钟螺	鐘螺
钟行	鐘行
钟表面	鐘表面
钟被	鐘被
钟调	鐘調
钟身	鐘身
钟速	鐘速
钟表	鐘錶
钟表停	鐘錶停
钟表盘	鐘錶盤
钟表速	鐘錶速
钟关	鐘關
钟陈列	鐘陳列
钟面	鐘面
钟响	鐘響
钟顶	鐘頂
钟头	鐘頭
钟体	鐘體
钟鸣	鐘鳴
钟点	鐘點
钟鼎	鐘鼎
钟鼓	鐘鼓
铁制	鐵製
铁钟	鐵鐘
铸钟	鑄鐘
鉴别	鑑別
鉴古	鑑古
鉴定	鑑定
鉴察	鑑察
鉴往知来	鑑往知來
鉴戒	鑑戒
鉴于	鑑於
鉴湖	鑑湖
鉴藏	鑑藏
鉴谅	鑑諒
鉴证	鑑證
鉴识	鑑識
鉴赏	鑑賞
長几	長几
长几	長几
长得丑	長得醜
长历	長曆
长历史	長歷史
长发公主	長髮公主
长发妹	長髮妹
长发姑娘	長髮姑娘
长须	長鬚
门帘	門帘
门吊儿	門弔兒
门里	門裡
闫怀礼	閆懷禮
开封后	開封後
開山辟谷	開山辟谷
开山辟谷	開山闢谷
开吊	開弔
开征	開徵
开采	開採
开发	開發
开辟	開闢
开哄	開鬨
闲邪	閑邪
闲情逸致	閒情逸緻
闲荡	閒蕩
闲游	閒遊
间不容发	間不容髮
间里	間裡
闵采尔	閔採爾
闺范	閨範
阃范	閫範
闯荡	闖蕩
闯炼	闖鍊
关系	關係
关注：	關注：
關注：	關注：
关系列	關系列
关系所	關系所
关系科	關系科
关系统	關系統
辟佛	闢佛
辟作	闢作
辟划	闢劃
辟土	闢土
辟地	闢地
辟室	闢室
辟建	闢建
辟为	闢為
辟田	闢田
辟筑	闢築
辟谣	闢謠
辟辟	闢辟
辟邪以律	闢邪以律
防制法	防制法
防水表	防水錶
防御	防禦
防范	防範
阿里	阿里
附注	附註
限制	限制
院里	院裡
陪吊	陪弔
阴干	陰乾
阴历	陰曆
阴历史	陰歷史
阴沟里翻船	陰溝裡翻船
阴郁	陰鬱
陳冲	陳冲
陳士杰	陳士杰
陈升	陳昇
陈有后	陳有后
陳有后	陳有后
陈杰	陳杰
陳杰	陳杰
陈炼	陳鍊
陶制	陶製
阳春面	陽春麵
阳历	陽曆
阳历史	陽歷史
阳谷	陽穀
隆准许	隆准許
隆准	隆準
队里	隊裡
隐占	隱佔
隐几	隱几
隱几	隱几
只字	隻字
只影	隻影
只手遮天	隻手遮天
只眼	隻眼
只言片语	隻言片語
只身	隻身
雄斗斗	雄斗斗
雅范	雅範
集团	集團
集数里	集數裡
集里	集裡
集游法	集遊法
双折射	雙折射
双折	雙摺
双胜类	雙胜類
雙胜類	雙胜類
双雕	雙鵰
杂合面儿	雜合麵兒
杂志	雜誌
杂面	雜麵
鸡吵鹅斗	雞吵鵝鬥
鸡奸	雞姦
鸡争鹅斗	雞爭鵝鬥
鸡丝	雞絲
鸡丝面	雞絲麵
鸡腿面	雞腿麵
鸡蛋里挑骨头	雞蛋裡挑骨頭
鸡只	雞隻
难舍	難捨
雨蒙蒙	雨濛濛
雪窗萤几	雪窗螢几
雪窗螢几	雪窗螢几
雪里	雪裡
雪里红	雪裡紅
雪里蕻	雪裡蕻
云南个旧	雲南箇舊
云吞	雲吞
云吞面	雲吞麵
云笈七签	雲笈七籤
云里雾里	雲裡霧裡
云游	雲遊
云须	雲鬚
零个	零個
零周后	零周後
零天后	零天後
零只	零隻
零余	零餘
电子表格	電子表格
电子制表	電子製表
电子钟	電子鐘
电子钟表	電子鐘錶
电影后	電影後
电影里	電影裡
电梯里	電梯裡
电波钟	電波鐘
电码表	電碼表
电冲	電衝
电视台风	電視台風
电视里	電視裡
电表	電錶
电钟	電鐘
震栗	震慄
霉气冲天	霉氣衝天
沾化	霑化
沾益	霑益
雾里	霧裡
露丑	露醜
霁范	霽範
灵昆	靈崑
青山一发	青山一髮
青春斗	青春鬥
青霉	青黴
非常准	非常準
面包住	面包住
面包含	面包含
面包围	面包圍
面包圍	面包圍
面包容	面包容
面包庇	面包庇
面包厢	面包廂
面包抄	面包抄
面包括	面包括
面包揽	面包攬
面包涵	面包涵
面包管	面包管
面包扎	面包紮
面包罗	面包羅
面包藏	面包藏
面包装	面包裝
面包裝	面包裝
面包裹	面包裹
面包起	面包起
面包办	面包辦
面店铺	面店鋪
面条目	面條目
面條目	面條目
面粉碎	面粉碎
面粉红	面粉紅
面食饭	面食飯
鞋里	鞋裡
鞣制	鞣製
秋千	鞦韆
鞭辟入里	鞭辟入裡
韦席	韋蓆
韩国制	韓國製
韩制	韓製
音不准	音不準
音准	音準
音声如钟	音聲如鐘
韶山冲	韶山沖
响钟	響鐘
頁面	頁面
页面	頁面
顶凶	頂兇
頂多	頂多
顶多	頂多
项链	項鍊
顺钟向	順鐘向
顺风后	順風後
须根据	須根據
颂系	頌繫
颂赞	頌讚
预报不准	預報不準
预制	預製
领袖欲	領袖慾
头乱发	頭亂髮
頭前庄	頭前庄
头发动	頭發動
头发展	頭發展
头发现	頭發現
头发生	頭發生
头里	頭裡
头长发	頭長髮
头发	頭髮
颊须	頰鬚
颈须	頸鬚
额征	額徵
额我略历	額我略曆
额我略历史	額我略歷史
颜范	顏範
颛顼历	顓頊曆
顛顛仆仆	顛顛仆仆
颠颠仆仆	顛顛仆仆
颤栗	顫慄
显示表明	顯示表明
显示表格	顯示表格
显示表现	顯示表現
显示表示	顯示表示
显示表达	顯示表達
显示表面	顯示表面
显示表头	顯示表頭
显示表	顯示錶
显示钟	顯示鐘
显示钟表	顯示鐘錶
风干	風乾
風后	風后
风后	風后
风土志	風土誌
风后，	風後，
风卷残云	風捲殘雲
风物志	風物誌
风范	風範
风里	風裡
风起云涌	風起雲湧
风刮	風颳
台风	颱風
台风后	颱風後
刮了	颳了
刮倒	颳倒
刮大风	颳大風
刮得	颳得
刮走	颳走
刮起	颳起
刮雪	颳雪
刮风	颳風
刮风后	颳風後
飘荡	飄蕩
飘游	飄遊
飘飘荡荡	飄飄蕩蕩
飘发	飄髮
飞扎	飛紮
飞刍挽粟	飛芻輓粟
飞行钟	飛行鐘
食欲	食慾
食欲不振	食欲不振
食面	食麵
饭后钟	飯後鐘
饭团	飯糰
饼干	餅乾
养脏	養臟
餐台	餐檯
馂余	餕餘
余0	餘0
余1	餘1
余2	餘2
余3	餘3
余4	餘4
余5	餘5
余6	餘6
余7	餘7
余8	餘8
余9	餘9
余〇	餘〇
余一	餘一
余七	餘七
余三	餘三
余下	餘下
余九	餘九
余事	餘事
余二	餘二
余五	餘五
余人	餘人
余俗	餘俗
余倍	餘倍
余僇	餘僇
余光	餘光
余八	餘八
余六	餘六
余刃	餘刃
余切	餘切
余利	餘利
余割	餘割
余力	餘力
余勇	餘勇
余十	餘十
余味	餘味
余喘	餘喘
余四	餘四
余地	餘地
余墨	餘墨
余外	餘外
余妙	餘妙
余姚	餘姚
余威	餘威
余子	餘子
余存	餘存
余孽	餘孽
余干	餘干
余年	餘年
余式	餘式
余弦	餘弦
余思	餘思
余悸	餘悸
余庆	餘慶
余数	餘數
余明	餘明
余映	餘映
余暇	餘暇
余晖	餘暉
余暨	餘暨
余杭	餘杭
余杯	餘杯
余桃	餘桃
余桶	餘桶
余业	餘業
余款	餘款
余欢	餘歡
余步	餘步
余殃	餘殃
余毒	餘毒
余气	餘氣
余江	餘江
余波	餘波
余温	餘溫
余泽	餘澤
余沥	餘瀝
余烈	餘烈
余热	餘熱
余烬	餘燼
余珍	餘珍
余生	餘生
余留	餘留
余众	餘眾
余窍	餘竅
余粮	餘糧
余绪	餘緒
余缺	餘缺
余罪	餘罪
余羡	餘羨
余声	餘聲
余膏	餘膏
余兴	餘興
余蓄	餘蓄
余荫	餘蔭
余裕	餘裕
余角	餘角
余论	餘論
余责	餘責
余貾	餘貾
余辉	餘輝
余辜	餘辜
余部	餘部
余酲	餘酲
余量	餘量
余闰	餘閏
余闲	餘閒
余零	餘零
余震	餘震
余霞	餘霞
余音	餘音
余韵	餘韻
余响	餘響
余项	餘項
余额	餘額
余风	餘風
余食	餘食
余党	餘黨
肴羞	餚羞
肴馔	餚饌
馄饨面	餛飩麵
馆谷	館穀
馆里	館裡
饥寒	饑寒
饥民	饑民
饥渴	饑渴
饥溺	饑溺
饥荒	饑荒
饥饱	饑飽
饥馑	饑饉
首当其冲	首當其衝
首发	首發
首只	首隻
首出电影	首齣電影
香干	香乾
香山庄	香山庄
马干	馬乾
馬占山	馬占山
马德钟	馬德鐘
马斯垂克期	馬斯垂克期
馬格里布	馬格里布
马格里布	馬格里布
马回岭	馬迴嶺
马云：	馬雲：
驻扎	駐紮
骀荡	駘蕩
腾格里	騰格里
騰格里	騰格里
腾涌	騰湧
腾冲	騰衝
惊栗	驚慄
惊赞	驚讚
惊钟	驚鐘
骨干	骨幹
骨灰坛	骨灰罈
骨坛	骨罈
体征	體徵
体范	體範
体系	體系
体里	體裡
高几	高几
高后	高后
高干扰	高干擾
高干预	高干預
高干	高幹
高度自制	高度自制
高涌泉	高涌泉
高清愿	高清愿
髡发	髡髮
髭胡	髭鬍
髭须	髭鬚
发上指冠	髮上指冠
发上冲冠	髮上沖冠
发乳	髮乳
发光可鉴	髮光可鑑
发匪	髮匪
发及腰	髮及腰
发型	髮型
发夹	髮夾
发妻	髮妻
发屋	髮屋
发已霜白	髮已霜白
发带	髮帶
发廊	髮廊
发式	髮式
发引千钧	髮引千鈞
发披肩	髮披肩
发卷	髮捲
发根	髮根
发油	髮油
发漂	髮漂
发为血之本	髮為血之本
发状	髮狀
发癣	髮癬
发短心长	髮短心長
发禁	髮禁
发笺	髮箋
发簪	髮簪
发纱	髮紗
发结	髮結
发丝	髮絲
发网菌	髮網菌
发脚	髮腳
发肤	髮膚
发胶	髮膠
发菜	髮菜
发蜡	髮蠟
发踊冲冠	髮踊沖冠
髮踊沖冠	髮踊沖冠
发辫	髮辮
发钗	髮釵
发长	髮長
发际	髮際
发雕	髮雕
发霜	髮霜
发饰	髮飾
发髻	髮髻
发鬓	髮鬢
髯胡	髯鬍
髼松	髼鬆
鬅松	鬅鬆
松一口气	鬆一口氣
松了	鬆了
松些	鬆些
松元音	鬆元音
松劲	鬆勁
松动	鬆動
松化	鬆化
松口	鬆口
松喉	鬆喉
松土	鬆土
松宽	鬆寬
松弛	鬆弛
松快	鬆快
松懈	鬆懈
松手	鬆手
松掉	鬆掉
松散	鬆散
松柔	鬆柔
松气	鬆氣
松浮	鬆浮
松绑	鬆綁
松紧	鬆緊
松缓	鬆緩
松耦合	鬆耦合
松脆	鬆脆
松脱	鬆脫
松蛋	鬆蛋
松软	鬆軟
松通	鬆通
松开	鬆開
松饼	鬆餅
松松地	鬆鬆地
鬈发	鬈髮
胡子	鬍子
胡梢	鬍梢
胡渣	鬍渣
胡髭	鬍髭
胡髯	鬍髯
胡须	鬍鬚
鬒发	鬒髮
须根	鬚根
须毛	鬚毛
须生	鬚生
须眉	鬚眉
须叶藤	鬚葉藤
须发	鬚髮
须胡	鬚鬍
须须	鬚鬚
须鲨	鬚鯊
须鲸	鬚鯨
鬓发	鬢髮
斗不过	鬥不過
斗了	鬥了
斗来斗去	鬥來鬥去
斗倒	鬥倒
斗分子	鬥分子
斗剑	鬥劍
斗力	鬥力
斗劲	鬥勁
斗勇	鬥勇
斗胜	鬥勝
斗合	鬥合
斗嘴	鬥嘴
斗地主	鬥地主
斗垮	鬥垮
斗士	鬥士
斗富	鬥富
斗巧	鬥巧
斗幌子	鬥幌子
斗弄	鬥弄
斗引	鬥引
斗别气	鬥彆氣
斗彩	鬥彩
斗心眼	鬥心眼
斗志	鬥志
斗闷	鬥悶
斗成	鬥成
斗战	鬥戰
斗打	鬥打
斗批改	鬥批改
斗技	鬥技
斗败	鬥敗
斗文	鬥文
斗智	鬥智
斗暴	鬥暴
斗武	鬥武
斗殴	鬥毆
斗气	鬥氣
斗法	鬥法
斗争	鬥爭
斗争斗合	鬥爭鬥合
斗牌	鬥牌
斗牙拌齿	鬥牙拌齒
斗牙斗齿	鬥牙鬥齒
斗牛	鬥牛
斗犀台	鬥犀臺
斗犬	鬥犬
斗狗	鬥狗
斗狠	鬥狠
斗兽	鬥獸
斗叠	鬥疊
斗百草	鬥百草
斗眼	鬥眼
斗私批修	鬥私批修
斗而铸兵	鬥而鑄兵
斗而铸锥	鬥而鑄錐
斗脚	鬥腳
斗舰	鬥艦
斗茶	鬥茶
斗草	鬥草
斗叶儿	鬥葉兒
斗叶子	鬥葉子
斗蛐	鬥蛐
斗蟋蟀	鬥蟋蟀
斗话	鬥話
斗艳	鬥豔
斗起	鬥起
斗趣	鬥趣
斗闲气	鬥閒氣
斗鸡	鬥雞
斗雪红	鬥雪紅
斗头	鬥頭
斗风	鬥風
斗饤	鬥飣
斗斗	鬥鬥
斗哄	鬥鬨
斗鱼	鬥魚
斗鸭	鬥鴨
斗鹌鹑	鬥鵪鶉
斗丽	鬥麗
斗龙	鬥龍
闹表	鬧錶
闹钟	鬧鐘
哄动	鬨動
哄堂	鬨堂
哄笑	鬨笑
郁伊	鬱伊
郁勃	鬱勃
郁卒	鬱卒
郁南	鬱南
郁堙不偶	鬱堙不偶
郁塞	鬱塞
郁垒	鬱壘
郁律	鬱律
郁悒	鬱悒
郁闷	鬱悶
郁愤	鬱憤
郁抑	鬱抑
郁挹	鬱挹
郁林	鬱林
郁气	鬱氣
郁江	鬱江
郁沉沉	鬱沉沉
郁泱	鬱泱
郁火	鬱火
郁热	鬱熱
郁燠	鬱燠
郁症	鬱症
郁积	鬱積
郁纡	鬱紆
郁结	鬱結
郁蒸	鬱蒸
郁蓊	鬱蓊
郁血	鬱血
郁邑	鬱邑
郁郁	鬱郁
郁金	鬱金
郁闭	鬱閉
郁陶	鬱陶
郁郁不平	鬱鬱不平
郁郁不乐	鬱鬱不樂
郁郁寡欢	鬱鬱寡歡
郁郁而终	鬱鬱而終
郁郁苍苍	鬱鬱蒼蒼
郁郁葱葱	鬱鬱蔥蔥
郁黑	鬱黑
鬼气冲天	鬼氣衝天
鬼谷子	鬼谷子
魂牵梦系	魂牽夢繫
魏征	魏徵
魔表	魔錶
魔鬼克星	魔鬼克星
鱼干	魚乾
鱼松	魚鬆
鮮于	鮮于
鲜于	鮮于
鲸须	鯨鬚
鳥栖	鳥栖
鸟栖	鳥栖
凤凰于飞	鳳凰于飛
鳳凰于飛	鳳凰于飛
凤梨干	鳳梨乾
鸣钟	鳴鐘
鸿范	鴻範
鹅准	鵝準
鹄发	鵠髮
雕心雁爪	鵰心雁爪
雕悍	鵰悍
雕翎	鵰翎
雕鹗	鵰鶚
鹤峰县	鶴峯縣
鹤吊	鶴弔
鹤发	鶴髮
鸾鉴	鸞鑑
鹰雕	鹰鵰
鹰鵰	鹰鵰
咸、甜	鹹、甜
咸吃	鹹吃
咸味	鹹味
咸嘴淡舌	鹹嘴淡舌
咸土	鹹土
咸度	鹹度
咸得	鹹得
咸批	鹹批
咸水	鹹水
咸派	鹹派
咸海	鹹海
咸淡	鹹淡
咸湖	鹹湖
咸汤	鹹湯
咸潟	鹹潟
咸湿	鹹濕
咸甜	鹹甜
咸的	鹹的
咸粥	鹹粥
咸肉	鹹肉
咸菜	鹹菜
咸菜干	鹹菜乾
咸蛋	鹹蛋
咸猪	鹹豬
咸酥	鹹酥
咸类	鹹類
咸食	鹹食
咸鱼	鹹魚
咸鸭蛋	鹹鴨蛋
咸卤	鹹鹵
咸咸	鹹鹹
盐打怎么咸	鹽打怎麼鹹
盐卤	鹽滷
盐余	鹽餘
鹿場里	鹿場里
麟游	麟遊
麥人杰	麥人杰
麥仁杰	麥仁杰
麦面	麥麵
曲酒	麯酒
曲尘	麴塵
曲櫱	麴櫱
曲秀才	麴秀才
曲车	麴車
曲道士	麴道士
曲钱	麴錢
曲霉	麴黴
麹霉	麴黴
面人儿	麵人兒
面包	麵包
面团	麵團
面坊	麵坊
面坯儿	麵坯兒
面塑	麵塑
面店	麵店
面厂	麵廠
面摊	麵攤
面杖	麵杖
面条	麵條
面汤	麵湯
面浆	麵漿
面疙瘩	麵疙瘩
面皮	麵皮
面码儿	麵碼兒
面筋	麵筋
面粉	麵粉
面糊	麵糊
面缸	麵缸
面肺子	麵肺子
面茶	麵茶
面制品	麵製品
面食	麵食
面饺	麵餃
面饼	麵餅
面馆	麵館
面点、	麵點、
面点师	麵點師
麻将席	麻將蓆
麻酱面	麻醬麵
黄干黑瘦	黃乾黑瘦
黄岩区	黃巖區
黄岩县	黃巖縣
黄历	黃曆
黃杰	黃杰
黄杰	黃杰
黄历史	黃歷史
黄白术	黃白術
黃詩杰	黃詩杰
黄金表	黃金表
黃鈺筑	黃鈺筑
黄钰筑	黃鈺筑
黄钟	黃鐘
黄发	黃髮
黄曲毒素	黃麴毒素
黑奴吁天录	黑奴籲天錄
黑干将	黑幹將
黑长发	黑長髮
黑发	黑髮
点个赞	點個讚
点札	點劄
点半钟	點半鐘
点多钟	點多鐘
点里	點裡
点赞	點讚
点里程	點里程
点钟	點鐘
霉毒	黴毒
霉菌	黴菌
霉黑	黴黑
霉黧	黴黧
鼓里	鼓裡
鼓噪	鼓譟
冬冬鼓	鼕鼕鼓
咚咚鼓	鼕鼕鼓
鼠曲草	鼠麴草
鼻准	鼻準
齐王舍牛	齊王捨牛
齿危发秀	齒危髮秀
齿落发白	齒落髮白
龙岩	龍巖
龙卷	龍捲
龙眼干	龍眼乾
龙须	龍鬚
龙须面	龍鬚麵
龙斗虎伤	龍鬥虎傷
龜山庄	龜山庄
龟鉴	龜鑑
鿒	鿓
，并力	，並力
，并力討	，并力討
，并力讨	，并力討
，个中	，箇中
